constructor,status,date,circuit,year,race
Aston Martin,Finished,2022-03-27,Saudi Arabian Grand Prix,2022,2
Aston Martin,Finished,2022-03-27,Saudi Arabian Grand Prix,2022,2
Williams,Accident,2022-03-27,Saudi Arabian Grand Prix,2022,2
Alfa Romeo,Overheating,2022-03-27,Saudi Arabian Grand Prix,2022,2
Alpine F1 Team,Fluid systems,2022-03-27,Saudi Arabian Grand Prix,2022,2
McLaren,Gearbox,2022-03-27,Saudi Arabian Grand Prix,2022,2
Williams,Accident,2022-03-27,Saudi Arabian Grand Prix,2022,2
AlphaTauri,Engine,2022-03-27,Saudi Arabian Grand Prix,2022,2
Ferrari,Finished,2022-04-10,Australian Grand Prix,2022,3
Red Bull,Finished,2022-04-10,Australian Grand Prix,2022,3
Mercedes,Finished,2022-04-10,Australian Grand Prix,2022,3
Mercedes,Finished,2022-04-10,Australian Grand Prix,2022,3
McLaren,Finished,2022-04-10,Australian Grand Prix,2022,3
McLaren,Finished,2022-04-10,Australian Grand Prix,2022,3
Alpine F1 Team,Finished,2022-04-10,Australian Grand Prix,2022,3
Alfa Romeo,Finished,2022-04-10,Australian Grand Prix,2022,3
AlphaTauri,Finished,2022-04-10,Australian Grand Prix,2022,3
Williams,Finished,2022-04-10,Australian Grand Prix,2022,3
Alfa Romeo,Finished,2022-04-10,Australian Grand Prix,2022,3
Aston Martin,Finished,2022-04-10,Australian Grand Prix,2022,3
Haas F1 Team,Finished,2022-04-10,Australian Grand Prix,2022,3
Haas F1 Team,Finished,2022-04-10,Australian Grand Prix,2022,3
AlphaTauri,Finished,2022-04-10,Australian Grand Prix,2022,3
Williams,Finished,2022-04-10,Australian Grand Prix,2022,3
Alpine F1 Team,Finished,2022-04-10,Australian Grand Prix,2022,3
Red Bull,Fluid systems,2022-04-10,Australian Grand Prix,2022,3
Aston Martin,Accident,2022-04-10,Australian Grand Prix,2022,3
Ferrari,Accident,2022-04-10,Australian Grand Prix,2022,3
Red Bull,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Red Bull,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
McLaren,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Mercedes,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Alfa Romeo,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Ferrari,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
AlphaTauri,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Aston Martin,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Haas F1 Team,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Aston Martin,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Williams,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
AlphaTauri,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Mercedes,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Alpine F1 Team,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Alfa Romeo,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Williams,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Haas F1 Team,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
McLaren,Finished,2022-04-24,Emilia Romagna Grand Prix,2022,4
Alpine F1 Team,Accident,2022-04-24,Emilia Romagna Grand Prix,2022,4
Ferrari,Accident,2022-04-24,Emilia Romagna Grand Prix,2022,4
Red Bull,Finished,2022-05-08,Miami Grand Prix,2022,5
Ferrari,Finished,2022-05-08,Miami Grand Prix,2022,5
Ferrari,Finished,2022-05-08,Miami Grand Prix,2022,5
Red Bull,Finished,2022-05-08,Miami Grand Prix,2022,5
Mercedes,Finished,2022-05-08,Miami Grand Prix,2022,5
Mercedes,Finished,2022-05-08,Miami Grand Prix,2022,5
Alfa Romeo,Finished,2022-05-08,Miami Grand Prix,2022,5
Alpine F1 Team,Finished,2022-05-08,Miami Grand Prix,2022,5
Williams,Finished,2022-05-08,Miami Grand Prix,2022,5
Aston Martin,Finished,2022-05-08,Miami Grand Prix,2022,5
Alpine F1 Team,Finished,2022-05-08,Miami Grand Prix,2022,5
AlphaTauri,Finished,2022-05-08,Miami Grand Prix,2022,5
McLaren,Finished,2022-05-08,Miami Grand Prix,2022,5
Williams,Finished,2022-05-08,Miami Grand Prix,2022,5
Haas F1 Team,Finished,2022-05-08,Miami Grand Prix,2022,5
Haas F1 Team,Chassis,2022-05-08,Miami Grand Prix,2022,5
Aston Martin,Accident,2022-05-08,Miami Grand Prix,2022,5
AlphaTauri,Suspension,2022-05-08,Miami Grand Prix,2022,5
McLaren,Accident,2022-05-08,Miami Grand Prix,2022,5
Alfa Romeo,Fluid systems,2022-05-08,Miami Grand Prix,2022,5
Red Bull,Finished,2022-05-22,Spanish Grand Prix,2022,6
Red Bull,Finished,2022-05-22,Spanish Grand Prix,2022,6
Mercedes,Finished,2022-05-22,Spanish Grand Prix,2022,6
Ferrari,Finished,2022-05-22,Spanish Grand Prix,2022,6
Mercedes,Finished,2022-05-22,Spanish Grand Prix,2022,6
Alfa Romeo,Finished,2022-05-22,Spanish Grand Prix,2022,6
Alpine F1 Team,Finished,2022-05-22,Spanish Grand Prix,2022,6
McLaren,Finished,2022-05-22,Spanish Grand Prix,2022,6
Alpine F1 Team,Finished,2022-05-22,Spanish Grand Prix,2022,6
AlphaTauri,Finished,2022-05-22,Spanish Grand Prix,2022,6
Aston Martin,Finished,2022-05-22,Spanish Grand Prix,2022,6
McLaren,Finished,2022-05-22,Spanish Grand Prix,2022,6
AlphaTauri,Finished,2022-05-22,Spanish Grand Prix,2022,6
Haas F1 Team,Finished,2022-05-22,Spanish Grand Prix,2022,6
Aston Martin,Finished,2022-05-22,Spanish Grand Prix,2022,6
Williams,Finished,2022-05-22,Spanish Grand Prix,2022,6
Haas F1 Team,Finished,2022-05-22,Spanish Grand Prix,2022,6
Williams,Finished,2022-05-22,Spanish Grand Prix,2022,6
Alfa Romeo,Engine,2022-05-22,Spanish Grand Prix,2022,6
Ferrari,Turbo,2022-05-22,Spanish Grand Prix,2022,6
Red Bull,Finished,2022-05-29,Monaco Grand Prix,2022,7
Ferrari,Finished,2022-05-29,Monaco Grand Prix,2022,7
Red Bull,Finished,2022-05-29,Monaco Grand Prix,2022,7
Ferrari,Finished,2022-05-29,Monaco Grand Prix,2022,7
Mercedes,Finished,2022-05-29,Monaco Grand Prix,2022,7
McLaren,Finished,2022-05-29,Monaco Grand Prix,2022,7
Alpine F1 Team,Finished,2022-05-29,Monaco Grand Prix,2022,7
Mercedes,Finished,2022-05-29,Monaco Grand Prix,2022,7
Alfa Romeo,Finished,2022-05-29,Monaco Grand Prix,2022,7
Aston Martin,Finished,2022-05-29,Monaco Grand Prix,2022,7
AlphaTauri,Finished,2022-05-29,Monaco Grand Prix,2022,7
Alpine F1 Team,Finished,2022-05-29,Monaco Grand Prix,2022,7
McLaren,Finished,2022-05-29,Monaco Grand Prix,2022,7
Aston Martin,Finished,2022-05-29,Monaco Grand Prix,2022,7
Williams,Finished,2022-05-29,Monaco Grand Prix,2022,7
Alfa Romeo,Finished,2022-05-29,Monaco Grand Prix,2022,7
AlphaTauri,Finished,2022-05-29,Monaco Grand Prix,2022,7
Williams,Overheating,2022-05-29,Monaco Grand Prix,2022,7
Haas F1 Team,Accident,2022-05-29,Monaco Grand Prix,2022,7
Haas F1 Team,Fluid systems,2022-05-29,Monaco Grand Prix,2022,7
Red Bull,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Red Bull,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Mercedes,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Mercedes,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
AlphaTauri,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Aston Martin,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Alpine F1 Team,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
McLaren,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
McLaren,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Alpine F1 Team,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Alfa Romeo,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Williams,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
AlphaTauri,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Haas F1 Team,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Williams,Finished,2022-06-12,Azerbaijan Grand Prix,2022,8
Aston Martin,Suspension,2022-06-12,Azerbaijan Grand Prix,2022,8
Haas F1 Team,Engine,2022-06-12,Azerbaijan Grand Prix,2022,8
Alfa Romeo,Fluid systems,2022-06-12,Azerbaijan Grand Prix,2022,8
Ferrari,Engine,2022-06-12,Azerbaijan Grand Prix,2022,8
Ferrari,Fluid systems,2022-06-12,Azerbaijan Grand Prix,2022,8
Red Bull,Finished,2022-06-19,Canadian Grand Prix,2022,9
Ferrari,Finished,2022-06-19,Canadian Grand Prix,2022,9
Mercedes,Finished,2022-06-19,Canadian Grand Prix,2022,9
Mercedes,Finished,2022-06-19,Canadian Grand Prix,2022,9
Ferrari,Finished,2022-06-19,Canadian Grand Prix,2022,9
Alpine F1 Team,Finished,2022-06-19,Canadian Grand Prix,2022,9
Alfa Romeo,Finished,2022-06-19,Canadian Grand Prix,2022,9
Alfa Romeo,Finished,2022-06-19,Canadian Grand Prix,2022,9
Alpine F1 Team,Finished,2022-06-19,Canadian Grand Prix,2022,9
Aston Martin,Finished,2022-06-19,Canadian Grand Prix,2022,9
McLaren,Finished,2022-06-19,Canadian Grand Prix,2022,9
Aston Martin,Finished,2022-06-19,Canadian Grand Prix,2022,9
Williams,Finished,2022-06-19,Canadian Grand Prix,2022,9
AlphaTauri,Finished,2022-06-19,Canadian Grand Prix,2022,9
McLaren,Finished,2022-06-19,Canadian Grand Prix,2022,9
Williams,Finished,2022-06-19,Canadian Grand Prix,2022,9
Haas F1 Team,Finished,2022-06-19,Canadian Grand Prix,2022,9
AlphaTauri,Accident,2022-06-19,Canadian Grand Prix,2022,9
Haas F1 Team,Engine,2022-06-19,Canadian Grand Prix,2022,9
Red Bull,Gearbox,2022-06-19,Canadian Grand Prix,2022,9
Ferrari,Finished,2022-07-03,British Grand Prix,2022,10
Red Bull,Finished,2022-07-03,British Grand Prix,2022,10
Mercedes,Finished,2022-07-03,British Grand Prix,2022,10
Ferrari,Finished,2022-07-03,British Grand Prix,2022,10
Alpine F1 Team,Finished,2022-07-03,British Grand Prix,2022,10
McLaren,Finished,2022-07-03,British Grand Prix,2022,10
Red Bull,Finished,2022-07-03,British Grand Prix,2022,10
Haas F1 Team,Finished,2022-07-03,British Grand Prix,2022,10
Aston Martin,Finished,2022-07-03,British Grand Prix,2022,10
Haas F1 Team,Finished,2022-07-03,British Grand Prix,2022,10
Aston Martin,Finished,2022-07-03,British Grand Prix,2022,10
Williams,Finished,2022-07-03,British Grand Prix,2022,10
McLaren,Finished,2022-07-03,British Grand Prix,2022,10
AlphaTauri,Finished,2022-07-03,British Grand Prix,2022,10
Alpine F1 Team,Fluid systems,2022-07-03,British Grand Prix,2022,10
AlphaTauri,Accident,2022-07-03,British Grand Prix,2022,10
Alfa Romeo,Gearbox,2022-07-03,British Grand Prix,2022,10
Mercedes,Accident,2022-07-03,British Grand Prix,2022,10
Alfa Romeo,Accident,2022-07-03,British Grand Prix,2022,10
Williams,Accident,2022-07-03,British Grand Prix,2022,10
Ferrari,Finished,2022-07-10,Austrian Grand Prix,2022,11
Red Bull,Finished,2022-07-10,Austrian Grand Prix,2022,11
Mercedes,Finished,2022-07-10,Austrian Grand Prix,2022,11
Mercedes,Finished,2022-07-10,Austrian Grand Prix,2022,11
Alpine F1 Team,Finished,2022-07-10,Austrian Grand Prix,2022,11
Haas F1 Team,Finished,2022-07-10,Austrian Grand Prix,2022,11
McLaren,Finished,2022-07-10,Austrian Grand Prix,2022,11
Haas F1 Team,Finished,2022-07-10,Austrian Grand Prix,2022,11
McLaren,Finished,2022-07-10,Austrian Grand Prix,2022,11
Alpine F1 Team,Finished,2022-07-10,Austrian Grand Prix,2022,11
Alfa Romeo,Finished,2022-07-10,Austrian Grand Prix,2022,11
Williams,Finished,2022-07-10,Austrian Grand Prix,2022,11
Aston Martin,Finished,2022-07-10,Austrian Grand Prix,2022,11
Alfa Romeo,Finished,2022-07-10,Austrian Grand Prix,2022,11
AlphaTauri,Finished,2022-07-10,Austrian Grand Prix,2022,11
AlphaTauri,Finished,2022-07-10,Austrian Grand Prix,2022,11
Aston Martin,Finished,2022-07-10,Austrian Grand Prix,2022,11
Ferrari,Engine,2022-07-10,Austrian Grand Prix,2022,11
Williams,Chassis,2022-07-10,Austrian Grand Prix,2022,11
Red Bull,Accident,2022-07-10,Austrian Grand Prix,2022,11
Red Bull,Finished,2022-07-24,French Grand Prix,2022,12
Mercedes,Finished,2022-07-24,French Grand Prix,2022,12
Mercedes,Finished,2022-07-24,French Grand Prix,2022,12
Red Bull,Finished,2022-07-24,French Grand Prix,2022,12
Ferrari,Finished,2022-07-24,French Grand Prix,2022,12
Alpine F1 Team,Finished,2022-07-24,French Grand Prix,2022,12
McLaren,Finished,2022-07-24,French Grand Prix,2022,12
Alpine F1 Team,Finished,2022-07-24,French Grand Prix,2022,12
McLaren,Finished,2022-07-24,French Grand Prix,2022,12
Aston Martin,Finished,2022-07-24,French Grand Prix,2022,12
Aston Martin,Finished,2022-07-24,French Grand Prix,2022,12
AlphaTauri,Finished,2022-07-24,French Grand Prix,2022,12
Williams,Finished,2022-07-24,French Grand Prix,2022,12
Alfa Romeo,Finished,2022-07-24,French Grand Prix,2022,12
Haas F1 Team,Finished,2022-07-24,French Grand Prix,2022,12
Alfa Romeo,Finished,2022-07-24,French Grand Prix,2022,12
Williams,Accident,2022-07-24,French Grand Prix,2022,12
Haas F1 Team,Accident,2022-07-24,French Grand Prix,2022,12
Ferrari,Accident,2022-07-24,French Grand Prix,2022,12
AlphaTauri,Chassis,2022-07-24,French Grand Prix,2022,12
Red Bull,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Mercedes,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Mercedes,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Ferrari,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Red Bull,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Ferrari,Finished,2022-07-31,Hungarian Grand Prix,2022,13
McLaren,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Alpine F1 Team,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Alpine F1 Team,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Aston Martin,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Aston Martin,Finished,2022-07-31,Hungarian Grand Prix,2022,13
AlphaTauri,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Alfa Romeo,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Haas F1 Team,Finished,2022-07-31,Hungarian Grand Prix,2022,13
McLaren,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Haas F1 Team,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Williams,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Williams,Finished,2022-07-31,Hungarian Grand Prix,2022,13
AlphaTauri,Finished,2022-07-31,Hungarian Grand Prix,2022,13
Alfa Romeo,Engine,2022-07-31,Hungarian Grand Prix,2022,13
Red Bull,Finished,2022-08-28,Belgian Grand Prix,2022,14
Red Bull,Finished,2022-08-28,Belgian Grand Prix,2022,14
Ferrari,Finished,2022-08-28,Belgian Grand Prix,2022,14
Mercedes,Finished,2022-08-28,Belgian Grand Prix,2022,14
Alpine F1 Team,Finished,2022-08-28,Belgian Grand Prix,2022,14
Ferrari,Finished,2022-08-28,Belgian Grand Prix,2022,14
Alpine F1 Team,Finished,2022-08-28,Belgian Grand Prix,2022,14
Aston Martin,Finished,2022-08-28,Belgian Grand Prix,2022,14
AlphaTauri,Finished,2022-08-28,Belgian Grand Prix,2022,14
Williams,Finished,2022-08-28,Belgian Grand Prix,2022,14
Aston Martin,Finished,2022-08-28,Belgian Grand Prix,2022,14
McLaren,Finished,2022-08-28,Belgian Grand Prix,2022,14
AlphaTauri,Finished,2022-08-28,Belgian Grand Prix,2022,14
Alfa Romeo,Finished,2022-08-28,Belgian Grand Prix,2022,14
McLaren,Finished,2022-08-28,Belgian Grand Prix,2022,14
Haas F1 Team,Finished,2022-08-28,Belgian Grand Prix,2022,14
Haas F1 Team,Finished,2022-08-28,Belgian Grand Prix,2022,14
Williams,Finished,2022-08-28,Belgian Grand Prix,2022,14
Alfa Romeo,Accident,2022-08-28,Belgian Grand Prix,2022,14
Mercedes,Accident,2022-08-28,Belgian Grand Prix,2022,14
Red Bull,Finished,2022-09-04,Dutch Grand Prix,2022,15
Mercedes,Finished,2022-09-04,Dutch Grand Prix,2022,15
Ferrari,Finished,2022-09-04,Dutch Grand Prix,2022,15
Mercedes,Finished,2022-09-04,Dutch Grand Prix,2022,15
Red Bull,Finished,2022-09-04,Dutch Grand Prix,2022,15
Alpine F1 Team,Finished,2022-09-04,Dutch Grand Prix,2022,15
McLaren,Finished,2022-09-04,Dutch Grand Prix,2022,15
Ferrari,Finished,2022-09-04,Dutch Grand Prix,2022,15
Alpine F1 Team,Finished,2022-09-04,Dutch Grand Prix,2022,15
Aston Martin,Finished,2022-09-04,Dutch Grand Prix,2022,15
AlphaTauri,Finished,2022-09-04,Dutch Grand Prix,2022,15
Williams,Finished,2022-09-04,Dutch Grand Prix,2022,15
Haas F1 Team,Finished,2022-09-04,Dutch Grand Prix,2022,15
Aston Martin,Finished,2022-09-04,Dutch Grand Prix,2022,15
Haas F1 Team,Finished,2022-09-04,Dutch Grand Prix,2022,15
Alfa Romeo,Finished,2022-09-04,Dutch Grand Prix,2022,15
McLaren,Finished,2022-09-04,Dutch Grand Prix,2022,15
Williams,Finished,2022-09-04,Dutch Grand Prix,2022,15
Alfa Romeo,Engine,2022-09-04,Dutch Grand Prix,2022,15
AlphaTauri,Powertrain,2022-09-04,Dutch Grand Prix,2022,15
Red Bull,Finished,2022-09-11,Italian Grand Prix,2022,16
Ferrari,Finished,2022-09-11,Italian Grand Prix,2022,16
Mercedes,Finished,2022-09-11,Italian Grand Prix,2022,16
Ferrari,Finished,2022-09-11,Italian Grand Prix,2022,16
Mercedes,Finished,2022-09-11,Italian Grand Prix,2022,16
Red Bull,Finished,2022-09-11,Italian Grand Prix,2022,16
McLaren,Finished,2022-09-11,Italian Grand Prix,2022,16
AlphaTauri,Finished,2022-09-11,Italian Grand Prix,2022,16
Williams,Finished,2022-09-11,Italian Grand Prix,2022,16
Alfa Romeo,Finished,2022-09-11,Italian Grand Prix,2022,16
Alpine F1 Team,Finished,2022-09-11,Italian Grand Prix,2022,16
Haas F1 Team,Finished,2022-09-11,Italian Grand Prix,2022,16
Alfa Romeo,Finished,2022-09-11,Italian Grand Prix,2022,16
AlphaTauri,Finished,2022-09-11,Italian Grand Prix,2022,16
Williams,Finished,2022-09-11,Italian Grand Prix,2022,16
Haas F1 Team,Finished,2022-09-11,Italian Grand Prix,2022,16
McLaren,Fluid systems,2022-09-11,Italian Grand Prix,2022,16
Aston Martin,Engine,2022-09-11,Italian Grand Prix,2022,16
Alpine F1 Team,Fluid systems,2022-09-11,Italian Grand Prix,2022,16
Aston Martin,Engine,2022-09-11,Italian Grand Prix,2022,16
Red Bull,Finished,2022-10-02,Singapore Grand Prix,2022,17
Ferrari,Finished,2022-10-02,Singapore Grand Prix,2022,17
Ferrari,Finished,2022-10-02,Singapore Grand Prix,2022,17
McLaren,Finished,2022-10-02,Singapore Grand Prix,2022,17
McLaren,Finished,2022-10-02,Singapore Grand Prix,2022,17
Aston Martin,Finished,2022-10-02,Singapore Grand Prix,2022,17
Red Bull,Finished,2022-10-02,Singapore Grand Prix,2022,17
Aston Martin,Finished,2022-10-02,Singapore Grand Prix,2022,17
Mercedes,Finished,2022-10-02,Singapore Grand Prix,2022,17
AlphaTauri,Finished,2022-10-02,Singapore Grand Prix,2022,17
Alfa Romeo,Finished,2022-10-02,Singapore Grand Prix,2022,17
Haas F1 Team,Finished,2022-10-02,Singapore Grand Prix,2022,17
Haas F1 Team,Finished,2022-10-02,Singapore Grand Prix,2022,17
Mercedes,Finished,2022-10-02,Singapore Grand Prix,2022,17
AlphaTauri,Accident,2022-10-02,Singapore Grand Prix,2022,17
Alpine F1 Team,Engine,2022-10-02,Singapore Grand Prix,2022,17
Williams,Accident,2022-10-02,Singapore Grand Prix,2022,17
Alpine F1 Team,Engine,2022-10-02,Singapore Grand Prix,2022,17
Williams,Accident,2022-10-02,Singapore Grand Prix,2022,17
Alfa Romeo,Accident,2022-10-02,Singapore Grand Prix,2022,17
Red Bull,Finished,2022-10-09,Japanese Grand Prix,2022,18
Red Bull,Finished,2022-10-09,Japanese Grand Prix,2022,18
Ferrari,Finished,2022-10-09,Japanese Grand Prix,2022,18
Alpine F1 Team,Finished,2022-10-09,Japanese Grand Prix,2022,18
Mercedes,Finished,2022-10-09,Japanese Grand Prix,2022,18
Aston Martin,Finished,2022-10-09,Japanese Grand Prix,2022,18
Alpine F1 Team,Finished,2022-10-09,Japanese Grand Prix,2022,18
Mercedes,Finished,2022-10-09,Japanese Grand Prix,2022,18
Williams,Finished,2022-10-09,Japanese Grand Prix,2022,18
McLaren,Finished,2022-10-09,Japanese Grand Prix,2022,18
McLaren,Finished,2022-10-09,Japanese Grand Prix,2022,18
Aston Martin,Finished,2022-10-09,Japanese Grand Prix,2022,18
AlphaTauri,Finished,2022-10-09,Japanese Grand Prix,2022,18
Haas F1 Team,Finished,2022-10-09,Japanese Grand Prix,2022,18
Alfa Romeo,Finished,2022-10-09,Japanese Grand Prix,2022,18
Alfa Romeo,Finished,2022-10-09,Japanese Grand Prix,2022,18
Haas F1 Team,Finished,2022-10-09,Japanese Grand Prix,2022,18
AlphaTauri,Finished,2022-10-09,Japanese Grand Prix,2022,18
Ferrari,Accident,2022-10-09,Japanese Grand Prix,2022,18
Williams,Fluid systems,2022-10-09,Japanese Grand Prix,2022,18
Red Bull,Finished,2022-10-23,United States Grand Prix,2022,19
Mercedes,Finished,2022-10-23,United States Grand Prix,2022,19
Ferrari,Finished,2022-10-23,United States Grand Prix,2022,19
Red Bull,Finished,2022-10-23,United States Grand Prix,2022,19
Mercedes,Finished,2022-10-23,United States Grand Prix,2022,19
McLaren,Finished,2022-10-23,United States Grand Prix,2022,19
Alpine F1 Team,Finished,2022-10-23,United States Grand Prix,2022,19
Aston Martin,Finished,2022-10-23,United States Grand Prix,2022,19
Haas F1 Team,Finished,2022-10-23,United States Grand Prix,2022,19
AlphaTauri,Finished,2022-10-23,United States Grand Prix,2022,19
Alpine F1 Team,Finished,2022-10-23,United States Grand Prix,2022,19
Alfa Romeo,Finished,2022-10-23,United States Grand Prix,2022,19
Williams,Finished,2022-10-23,United States Grand Prix,2022,19
AlphaTauri,Finished,2022-10-23,United States Grand Prix,2022,19
Haas F1 Team,Finished,2022-10-23,United States Grand Prix,2022,19
McLaren,Finished,2022-10-23,United States Grand Prix,2022,19
Williams,Finished,2022-10-23,United States Grand Prix,2022,19
Aston Martin,Accident,2022-10-23,United States Grand Prix,2022,19
Alfa Romeo,Accident,2022-10-23,United States Grand Prix,2022,19
Ferrari,Accident,2022-10-23,United States Grand Prix,2022,19
Red Bull,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Mercedes,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Red Bull,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Mercedes,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Ferrari,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Ferrari,Finished,2022-10-30,Mexico City Grand Prix,2022,20
McLaren,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Alpine F1 Team,Finished,2022-10-30,Mexico City Grand Prix,2022,20
McLaren,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Alfa Romeo,Finished,2022-10-30,Mexico City Grand Prix,2022,20
AlphaTauri,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Williams,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Alfa Romeo,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Aston Martin,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Aston Martin,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Haas F1 Team,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Haas F1 Team,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Williams,Finished,2022-10-30,Mexico City Grand Prix,2022,20
Alpine F1 Team,Engine,2022-10-30,Mexico City Grand Prix,2022,20
AlphaTauri,Accident,2022-10-30,Mexico City Grand Prix,2022,20
Mercedes,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Mercedes,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Ferrari,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Ferrari,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Alpine F1 Team,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Red Bull,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Red Bull,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Alpine F1 Team,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Alfa Romeo,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Aston Martin,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Aston Martin,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Alfa Romeo,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Haas F1 Team,Finished,2022-11-13,São Paulo Grand Prix,2022,21
AlphaTauri,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Williams,Finished,2022-11-13,São Paulo Grand Prix,2022,21
Williams,Finished,2022-11-13,São Paulo Grand Prix,2022,21
AlphaTauri,Finished,2022-11-13,São Paulo Grand Prix,2022,21
McLaren,Gearbox,2022-11-13,São Paulo Grand Prix,2022,21
Haas F1 Team,Accident,2022-11-13,São Paulo Grand Prix,2022,21
McLaren,Accident,2022-11-13,São Paulo Grand Prix,2022,21
Red Bull,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Ferrari,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Red Bull,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Ferrari,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Mercedes,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
McLaren,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Alpine F1 Team,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Aston Martin,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
McLaren,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Aston Martin,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
AlphaTauri,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Alfa Romeo,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Williams,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
AlphaTauri,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Alfa Romeo,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Haas F1 Team,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Haas F1 Team,Finished,2022-11-20,Abu Dhabi Grand Prix,2022,22
Mercedes,Fluid systems,2022-11-20,Abu Dhabi Grand Prix,2022,22
Williams,Accident,2022-11-20,Abu Dhabi Grand Prix,2022,22
