constructor,status,date,circuit,year,race
McLaren,Finished,2014-05-11,Spanish Grand Prix,2014,5
McLaren,Finished,2014-05-11,Spanish Grand Prix,2014,5
Williams,Finished,2014-05-11,Spanish Grand Prix,2014,5
Toro Rosso,Finished,2014-05-11,Spanish Grand Prix,2014,5
Lotus F1,Finished,2014-05-11,Spanish Grand Prix,2014,5
Sauber,Finished,2014-05-11,Spanish Grand Prix,2014,5
Sauber,Finished,2014-05-11,Spanish Grand Prix,2014,5
Marussia,Finished,2014-05-11,Spanish Grand Prix,2014,5
Marussia,Finished,2014-05-11,Spanish Grand Prix,2014,5
Caterham,Finished,2014-05-11,Spanish Grand Prix,2014,5
Caterham,Tyre,2014-05-11,Spanish Grand Prix,2014,5
Toro Rosso,Overheating,2014-05-11,Spanish Grand Prix,2014,5
Mercedes,Finished,2014-05-25,Monaco Grand Prix,2014,6
Mercedes,Finished,2014-05-25,Monaco Grand Prix,2014,6
Red Bull,Finished,2014-05-25,Monaco Grand Prix,2014,6
Ferrari,Finished,2014-05-25,Monaco Grand Prix,2014,6
Force India,Finished,2014-05-25,Monaco Grand Prix,2014,6
McLaren,Finished,2014-05-25,Monaco Grand Prix,2014,6
Williams,Finished,2014-05-25,Monaco Grand Prix,2014,6
Lotus F1,Finished,2014-05-25,Monaco Grand Prix,2014,6
Marussia,Finished,2014-05-25,Monaco Grand Prix,2014,6
McLaren,Finished,2014-05-25,Monaco Grand Prix,2014,6
Caterham,Finished,2014-05-25,Monaco Grand Prix,2014,6
Ferrari,Finished,2014-05-25,Monaco Grand Prix,2014,6
Caterham,Finished,2014-05-25,Monaco Grand Prix,2014,6
Marussia,Finished,2014-05-25,Monaco Grand Prix,2014,6
Sauber,Accident,2014-05-25,Monaco Grand Prix,2014,6
Williams,Engine,2014-05-25,Monaco Grand Prix,2014,6
Toro Rosso,Engine,2014-05-25,Monaco Grand Prix,2014,6
Sauber,Accident,2014-05-25,Monaco Grand Prix,2014,6
Toro Rosso,Overheating,2014-05-25,Monaco Grand Prix,2014,6
Red Bull,Turbo,2014-05-25,Monaco Grand Prix,2014,6
Force India,Accident,2014-05-25,Monaco Grand Prix,2014,6
Red Bull,Finished,2014-06-08,Canadian Grand Prix,2014,7
Mercedes,Finished,2014-06-08,Canadian Grand Prix,2014,7
Red Bull,Finished,2014-06-08,Canadian Grand Prix,2014,7
McLaren,Finished,2014-06-08,Canadian Grand Prix,2014,7
Force India,Finished,2014-06-08,Canadian Grand Prix,2014,7
Ferrari,Finished,2014-06-08,Canadian Grand Prix,2014,7
Williams,Finished,2014-06-08,Canadian Grand Prix,2014,7
Toro Rosso,Finished,2014-06-08,Canadian Grand Prix,2014,7
McLaren,Finished,2014-06-08,Canadian Grand Prix,2014,7
Ferrari,Finished,2014-06-08,Canadian Grand Prix,2014,7
Force India,Accident,2014-06-08,Canadian Grand Prix,2014,7
Williams,Accident,2014-06-08,Canadian Grand Prix,2014,7
Sauber,Finished,2014-06-08,Canadian Grand Prix,2014,7
Sauber,Electrical,2014-06-08,Canadian Grand Prix,2014,7
Lotus F1,Chassis,2014-06-08,Canadian Grand Prix,2014,7
Toro Rosso,Powertrain,2014-06-08,Canadian Grand Prix,2014,7
Mercedes,Tyre,2014-06-08,Canadian Grand Prix,2014,7
Caterham,Suspension,2014-06-08,Canadian Grand Prix,2014,7
Lotus F1,Engine,2014-06-08,Canadian Grand Prix,2014,7
Caterham,Turbo,2014-06-08,Canadian Grand Prix,2014,7
Marussia,Accident,2014-06-08,Canadian Grand Prix,2014,7
Marussia,Accident,2014-06-08,Canadian Grand Prix,2014,7
Mercedes,Finished,2014-06-22,Austrian Grand Prix,2014,8
Mercedes,Finished,2014-06-22,Austrian Grand Prix,2014,8
Williams,Finished,2014-06-22,Austrian Grand Prix,2014,8
Williams,Finished,2014-06-22,Austrian Grand Prix,2014,8
Ferrari,Finished,2014-06-22,Austrian Grand Prix,2014,8
Force India,Finished,2014-06-22,Austrian Grand Prix,2014,8
McLaren,Finished,2014-06-22,Austrian Grand Prix,2014,8
Red Bull,Finished,2014-06-22,Austrian Grand Prix,2014,8
Force India,Finished,2014-06-22,Austrian Grand Prix,2014,8
Ferrari,Finished,2014-06-22,Austrian Grand Prix,2014,8
McLaren,Finished,2014-06-22,Austrian Grand Prix,2014,8
Lotus F1,Finished,2014-06-22,Austrian Grand Prix,2014,8
Sauber,Finished,2014-06-22,Austrian Grand Prix,2014,8
Lotus F1,Finished,2014-06-22,Austrian Grand Prix,2014,8
Marussia,Finished,2014-06-22,Austrian Grand Prix,2014,8
Caterham,Finished,2014-06-22,Austrian Grand Prix,2014,8
Marussia,Finished,2014-06-22,Austrian Grand Prix,2014,8
Caterham,Finished,2014-06-22,Austrian Grand Prix,2014,8
Sauber,Finished,2014-06-22,Austrian Grand Prix,2014,8
Toro Rosso,Tyre,2014-06-22,Austrian Grand Prix,2014,8
Red Bull,Electrical,2014-06-22,Austrian Grand Prix,2014,8
Toro Rosso,Suspension,2014-06-22,Austrian Grand Prix,2014,8
Mercedes,Finished,2014-07-06,British Grand Prix,2014,9
Williams,Finished,2014-07-06,British Grand Prix,2014,9
Red Bull,Finished,2014-07-06,British Grand Prix,2014,9
McLaren,Finished,2014-07-06,British Grand Prix,2014,9
Red Bull,Finished,2014-07-06,British Grand Prix,2014,9
Ferrari,Finished,2014-07-06,British Grand Prix,2014,9
McLaren,Finished,2014-07-06,British Grand Prix,2014,9
Force India,Finished,2014-07-06,British Grand Prix,2014,9
Toro Rosso,Finished,2014-07-06,British Grand Prix,2014,9
Toro Rosso,Finished,2014-07-06,British Grand Prix,2014,9
Force India,Finished,2014-07-06,British Grand Prix,2014,9
Lotus F1,Finished,2014-07-06,British Grand Prix,2014,9
Sauber,Finished,2014-07-06,British Grand Prix,2014,9
Marussia,Finished,2014-07-06,British Grand Prix,2014,9
Caterham,Finished,2014-07-06,British Grand Prix,2014,9
Marussia,Finished,2014-07-06,British Grand Prix,2014,9
Lotus F1,Finished,2014-07-06,British Grand Prix,2014,9
Mercedes,Gearbox,2014-07-06,British Grand Prix,2014,9
Caterham,Suspension,2014-07-06,British Grand Prix,2014,9
Sauber,Accident,2014-07-06,British Grand Prix,2014,9
Williams,Accident,2014-07-06,British Grand Prix,2014,9
Ferrari,Accident,2014-07-06,British Grand Prix,2014,9
Mercedes,Finished,2014-07-20,German Grand Prix,2014,10
Williams,Finished,2014-07-20,German Grand Prix,2014,10
Mercedes,Finished,2014-07-20,German Grand Prix,2014,10
Red Bull,Finished,2014-07-20,German Grand Prix,2014,10
Ferrari,Finished,2014-07-20,German Grand Prix,2014,10
Red Bull,Finished,2014-07-20,German Grand Prix,2014,10
Force India,Finished,2014-07-20,German Grand Prix,2014,10
McLaren,Finished,2014-07-20,German Grand Prix,2014,10
McLaren,Finished,2014-07-20,German Grand Prix,2014,10
Force India,Finished,2014-07-20,German Grand Prix,2014,10
Ferrari,Finished,2014-07-20,German Grand Prix,2014,10
Lotus F1,Finished,2014-07-20,German Grand Prix,2014,10
Toro Rosso,Finished,2014-07-20,German Grand Prix,2014,10
Sauber,Finished,2014-07-20,German Grand Prix,2014,10
Marussia,Finished,2014-07-20,German Grand Prix,2014,10
Caterham,Finished,2014-07-20,German Grand Prix,2014,10
Marussia,Finished,2014-07-20,German Grand Prix,2014,10
Caterham,Finished,2014-07-20,German Grand Prix,2014,10
Sauber,Tyre,2014-07-20,German Grand Prix,2014,10
Toro Rosso,Fluid systems,2014-07-20,German Grand Prix,2014,10
Lotus F1,Fluid systems,2014-07-20,German Grand Prix,2014,10
Williams,Accident,2014-07-20,German Grand Prix,2014,10
Red Bull,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Ferrari,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Mercedes,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Mercedes,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Williams,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Ferrari,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Red Bull,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Williams,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Toro Rosso,Finished,2014-07-27,Hungarian Grand Prix,2014,11
McLaren,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Sauber,Finished,2014-07-27,Hungarian Grand Prix,2014,11
McLaren,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Lotus F1,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Toro Rosso,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Marussia,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Marussia,Finished,2014-07-27,Hungarian Grand Prix,2014,11
Force India,Accident,2014-07-27,Hungarian Grand Prix,2014,11
Force India,Accident,2014-07-27,Hungarian Grand Prix,2014,11
Lotus F1,Accident,2014-07-27,Hungarian Grand Prix,2014,11
Caterham,Accident,2014-07-27,Hungarian Grand Prix,2014,11
Red Bull,Finished,2014-08-24,Belgian Grand Prix,2014,12
Mercedes,Finished,2014-08-24,Belgian Grand Prix,2014,12
Williams,Finished,2014-08-24,Belgian Grand Prix,2014,12
Ferrari,Finished,2014-08-24,Belgian Grand Prix,2014,12
Red Bull,Finished,2014-08-24,Belgian Grand Prix,2014,12
McLaren,Finished,2014-08-24,Belgian Grand Prix,2014,12
Ferrari,Finished,2014-08-24,Belgian Grand Prix,2014,12
Force India,Finished,2014-08-24,Belgian Grand Prix,2014,12
Toro Rosso,Finished,2014-08-24,Belgian Grand Prix,2014,12
Force India,Finished,2014-08-24,Belgian Grand Prix,2014,12
Toro Rosso,Finished,2014-08-24,Belgian Grand Prix,2014,12
McLaren,Finished,2014-08-24,Belgian Grand Prix,2014,12
Williams,Finished,2014-08-24,Belgian Grand Prix,2014,12
Sauber,Finished,2014-08-24,Belgian Grand Prix,2014,12
Sauber,Finished,2014-08-24,Belgian Grand Prix,2014,12
Marussia,Finished,2014-08-24,Belgian Grand Prix,2014,12
Caterham,Finished,2014-08-24,Belgian Grand Prix,2014,12
Marussia,Gearbox,2014-08-24,Belgian Grand Prix,2014,12
Lotus F1,Overheating,2014-08-24,Belgian Grand Prix,2014,12
Caterham,Engine,2014-08-24,Belgian Grand Prix,2014,12
Mercedes,Finished,2014-09-07,Italian Grand Prix,2014,13
Mercedes,Finished,2014-09-07,Italian Grand Prix,2014,13
Williams,Finished,2014-09-07,Italian Grand Prix,2014,13
Williams,Finished,2014-09-07,Italian Grand Prix,2014,13
Red Bull,Finished,2014-09-07,Italian Grand Prix,2014,13
Red Bull,Finished,2014-09-07,Italian Grand Prix,2014,13
Force India,Finished,2014-09-07,Italian Grand Prix,2014,13
McLaren,Finished,2014-09-07,Italian Grand Prix,2014,13
Ferrari,Finished,2014-09-07,Italian Grand Prix,2014,13
McLaren,Finished,2014-09-07,Italian Grand Prix,2014,13
Toro Rosso,Finished,2014-09-07,Italian Grand Prix,2014,13
Force India,Finished,2014-09-07,Italian Grand Prix,2014,13
Toro Rosso,Finished,2014-09-07,Italian Grand Prix,2014,13
Lotus F1,Finished,2014-09-07,Italian Grand Prix,2014,13
Sauber,Finished,2014-09-07,Italian Grand Prix,2014,13
Lotus F1,Finished,2014-09-07,Italian Grand Prix,2014,13
Caterham,Finished,2014-09-07,Italian Grand Prix,2014,13
Marussia,Finished,2014-09-07,Italian Grand Prix,2014,13
Sauber,Finished,2014-09-07,Italian Grand Prix,2014,13
Caterham,Finished,2014-09-07,Italian Grand Prix,2014,13
Ferrari,Engine,2014-09-07,Italian Grand Prix,2014,13
Marussia,Accident,2014-09-07,Italian Grand Prix,2014,13
Mercedes,Finished,2014-09-21,Singapore Grand Prix,2014,14
Red Bull,Finished,2014-09-21,Singapore Grand Prix,2014,14
Red Bull,Finished,2014-09-21,Singapore Grand Prix,2014,14
Ferrari,Finished,2014-09-21,Singapore Grand Prix,2014,14
Williams,Finished,2014-09-21,Singapore Grand Prix,2014,14
Toro Rosso,Finished,2014-09-21,Singapore Grand Prix,2014,14
Force India,Finished,2014-09-21,Singapore Grand Prix,2014,14
Ferrari,Finished,2014-09-21,Singapore Grand Prix,2014,14
Force India,Finished,2014-09-21,Singapore Grand Prix,2014,14
McLaren,Finished,2014-09-21,Singapore Grand Prix,2014,14
Williams,Finished,2014-09-21,Singapore Grand Prix,2014,14
Lotus F1,Finished,2014-09-21,Singapore Grand Prix,2014,14
Lotus F1,Finished,2014-09-21,Singapore Grand Prix,2014,14
Toro Rosso,Finished,2014-09-21,Singapore Grand Prix,2014,14
Caterham,Finished,2014-09-21,Singapore Grand Prix,2014,14
Marussia,Finished,2014-09-21,Singapore Grand Prix,2014,14
Marussia,Finished,2014-09-21,Singapore Grand Prix,2014,14
Sauber,Fluid systems,2014-09-21,Singapore Grand Prix,2014,14
Sauber,Electrical,2014-09-21,Singapore Grand Prix,2014,14
Mercedes,Electrical,2014-09-21,Singapore Grand Prix,2014,14
Caterham,Engine,2014-09-21,Singapore Grand Prix,2014,14
Mercedes,Finished,2014-10-05,Japanese Grand Prix,2014,15
Mercedes,Finished,2014-10-05,Japanese Grand Prix,2014,15
Red Bull,Finished,2014-10-05,Japanese Grand Prix,2014,15
Red Bull,Finished,2014-10-05,Japanese Grand Prix,2014,15
McLaren,Finished,2014-10-05,Japanese Grand Prix,2014,15
Williams,Finished,2014-10-05,Japanese Grand Prix,2014,15
Williams,Finished,2014-10-05,Japanese Grand Prix,2014,15
Force India,Finished,2014-10-05,Japanese Grand Prix,2014,15
Toro Rosso,Finished,2014-10-05,Japanese Grand Prix,2014,15
Force India,Finished,2014-10-05,Japanese Grand Prix,2014,15
Toro Rosso,Finished,2014-10-05,Japanese Grand Prix,2014,15
Ferrari,Finished,2014-10-05,Japanese Grand Prix,2014,15
Sauber,Finished,2014-10-05,Japanese Grand Prix,2014,15
McLaren,Finished,2014-10-05,Japanese Grand Prix,2014,15
Lotus F1,Finished,2014-10-05,Japanese Grand Prix,2014,15
Lotus F1,Finished,2014-10-05,Japanese Grand Prix,2014,15
Caterham,Finished,2014-10-05,Japanese Grand Prix,2014,15
Marussia,Finished,2014-10-05,Japanese Grand Prix,2014,15
Caterham,Finished,2014-10-05,Japanese Grand Prix,2014,15
Marussia,Accident,2014-10-05,Japanese Grand Prix,2014,15
Sauber,Accident,2014-10-05,Japanese Grand Prix,2014,15
Ferrari,Electrical,2014-10-05,Japanese Grand Prix,2014,15
Mercedes,Finished,2014-10-12,Russian Grand Prix,2014,16
Mercedes,Finished,2014-10-12,Russian Grand Prix,2014,16
Williams,Finished,2014-10-12,Russian Grand Prix,2014,16
McLaren,Finished,2014-10-12,Russian Grand Prix,2014,16
McLaren,Finished,2014-10-12,Russian Grand Prix,2014,16
Ferrari,Finished,2014-10-12,Russian Grand Prix,2014,16
Red Bull,Finished,2014-10-12,Russian Grand Prix,2014,16
Red Bull,Finished,2014-10-12,Russian Grand Prix,2014,16
Ferrari,Finished,2014-10-12,Russian Grand Prix,2014,16
Force India,Finished,2014-10-12,Russian Grand Prix,2014,16
Williams,Finished,2014-10-12,Russian Grand Prix,2014,16
Force India,Finished,2014-10-12,Russian Grand Prix,2014,16
Toro Rosso,Finished,2014-10-12,Russian Grand Prix,2014,16
Toro Rosso,Finished,2014-10-12,Russian Grand Prix,2014,16
Sauber,Finished,2014-10-12,Russian Grand Prix,2014,16
Sauber,Finished,2014-10-12,Russian Grand Prix,2014,16
Lotus F1,Finished,2014-10-12,Russian Grand Prix,2014,16
Lotus F1,Finished,2014-10-12,Russian Grand Prix,2014,16
Caterham,Finished,2014-10-12,Russian Grand Prix,2014,16
Caterham,Tyre,2014-10-12,Russian Grand Prix,2014,16
Marussia,Suspension,2014-10-12,Russian Grand Prix,2014,16
Mercedes,Finished,2014-11-02,United States Grand Prix,2014,17
Mercedes,Finished,2014-11-02,United States Grand Prix,2014,17
Red Bull,Finished,2014-11-02,United States Grand Prix,2014,17
Williams,Finished,2014-11-02,United States Grand Prix,2014,17
Williams,Finished,2014-11-02,United States Grand Prix,2014,17
Ferrari,Finished,2014-11-02,United States Grand Prix,2014,17
Red Bull,Finished,2014-11-02,United States Grand Prix,2014,17
McLaren,Finished,2014-11-02,United States Grand Prix,2014,17
Lotus F1,Finished,2014-11-02,United States Grand Prix,2014,17
Toro Rosso,Finished,2014-11-02,United States Grand Prix,2014,17
Lotus F1,Finished,2014-11-02,United States Grand Prix,2014,17
McLaren,Finished,2014-11-02,United States Grand Prix,2014,17
Ferrari,Finished,2014-11-02,United States Grand Prix,2014,17
Sauber,Finished,2014-11-02,United States Grand Prix,2014,17
Toro Rosso,Finished,2014-11-02,United States Grand Prix,2014,17
Force India,Engine,2014-11-02,United States Grand Prix,2014,17
Force India,Accident,2014-11-02,United States Grand Prix,2014,17
Sauber,Accident,2014-11-02,United States Grand Prix,2014,17
Mercedes,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Mercedes,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Williams,Finished,2014-11-09,Brazilian Grand Prix,2014,18
McLaren,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Red Bull,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Ferrari,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Ferrari,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Force India,Finished,2014-11-09,Brazilian Grand Prix,2014,18
McLaren,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Williams,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Toro Rosso,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Lotus F1,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Toro Rosso,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Sauber,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Force India,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Sauber,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Lotus F1,Finished,2014-11-09,Brazilian Grand Prix,2014,18
Red Bull,Suspension,2014-11-09,Brazilian Grand Prix,2014,18
Mercedes,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Williams,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Williams,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Red Bull,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
McLaren,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Force India,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Force India,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Red Bull,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Ferrari,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Ferrari,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
McLaren,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Toro Rosso,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Lotus F1,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Mercedes,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Sauber,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Sauber,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Caterham,Finished,2014-11-23,Abu Dhabi Grand Prix,2014,19
Lotus F1,Engine,2014-11-23,Abu Dhabi Grand Prix,2014,19
Toro Rosso,Engine,2014-11-23,Abu Dhabi Grand Prix,2014,19
Mercedes,Finished,2015-03-15,Australian Grand Prix,2015,1
Mercedes,Finished,2015-03-15,Australian Grand Prix,2015,1
Ferrari,Finished,2015-03-15,Australian Grand Prix,2015,1
Williams,Finished,2015-03-15,Australian Grand Prix,2015,1
Sauber,Finished,2015-03-15,Australian Grand Prix,2015,1
Red Bull,Finished,2015-03-15,Australian Grand Prix,2015,1
Force India,Finished,2015-03-15,Australian Grand Prix,2015,1
Sauber,Finished,2015-03-15,Australian Grand Prix,2015,1
Toro Rosso,Finished,2015-03-15,Australian Grand Prix,2015,1
Force India,Finished,2015-03-15,Australian Grand Prix,2015,1
McLaren,Finished,2015-03-15,Australian Grand Prix,2015,1
Ferrari,Tyre,2015-03-15,Australian Grand Prix,2015,1
Toro Rosso,Engine,2015-03-15,Australian Grand Prix,2015,1
Lotus F1,Engine,2015-03-15,Australian Grand Prix,2015,1
Lotus F1,Accident,2015-03-15,Australian Grand Prix,2015,1
Ferrari,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Mercedes,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Mercedes,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Ferrari,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Williams,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Williams,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Toro Rosso,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Toro Rosso,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Red Bull,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Red Bull,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Lotus F1,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Sauber,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Force India,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Force India,Finished,2015-03-29,Malaysian Grand Prix,2015,2
Manor Marussia,Finished,2015-03-29,Malaysian Grand Prix,2015,2
McLaren,Turbo,2015-03-29,Malaysian Grand Prix,2015,2
McLaren,Electrical,2015-03-29,Malaysian Grand Prix,2015,2
Sauber,Accident,2015-03-29,Malaysian Grand Prix,2015,2
Manor Marussia,Fluid systems,2015-03-29,Malaysian Grand Prix,2015,2
Mercedes,Finished,2015-04-12,Chinese Grand Prix,2015,3
Mercedes,Finished,2015-04-12,Chinese Grand Prix,2015,3
Ferrari,Finished,2015-04-12,Chinese Grand Prix,2015,3
Ferrari,Finished,2015-04-12,Chinese Grand Prix,2015,3
Williams,Finished,2015-04-12,Chinese Grand Prix,2015,3
Williams,Finished,2015-04-12,Chinese Grand Prix,2015,3
Lotus F1,Finished,2015-04-12,Chinese Grand Prix,2015,3
Sauber,Finished,2015-04-12,Chinese Grand Prix,2015,3
Red Bull,Finished,2015-04-12,Chinese Grand Prix,2015,3
Sauber,Finished,2015-04-12,Chinese Grand Prix,2015,3
Force India,Finished,2015-04-12,Chinese Grand Prix,2015,3
McLaren,Finished,2015-04-12,Chinese Grand Prix,2015,3
Toro Rosso,Finished,2015-04-12,Chinese Grand Prix,2015,3
McLaren,Finished,2015-04-12,Chinese Grand Prix,2015,3
Manor Marussia,Finished,2015-04-12,Chinese Grand Prix,2015,3
Manor Marussia,Finished,2015-04-12,Chinese Grand Prix,2015,3
Toro Rosso,Gearbox,2015-04-12,Chinese Grand Prix,2015,3
Lotus F1,Tyre,2015-04-12,Chinese Grand Prix,2015,3
Red Bull,Engine,2015-04-12,Chinese Grand Prix,2015,3
Force India,Gearbox,2015-04-12,Chinese Grand Prix,2015,3
Mercedes,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Ferrari,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Mercedes,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Williams,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Ferrari,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Red Bull,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Lotus F1,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Force India,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Red Bull,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Williams,Finished,2015-04-19,Bahrain Grand Prix,2015,4
McLaren,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Sauber,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Force India,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Sauber,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Lotus F1,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Manor Marussia,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Manor Marussia,Finished,2015-04-19,Bahrain Grand Prix,2015,4
Toro Rosso,Electrical,2015-04-19,Bahrain Grand Prix,2015,4
Toro Rosso,Engine,2015-04-19,Bahrain Grand Prix,2015,4
McLaren,Electrical,2015-04-19,Bahrain Grand Prix,2015,4
Mercedes,Finished,2015-05-10,Spanish Grand Prix,2015,5
Mercedes,Finished,2015-05-10,Spanish Grand Prix,2015,5
Ferrari,Finished,2015-05-10,Spanish Grand Prix,2015,5
Williams,Finished,2015-05-10,Spanish Grand Prix,2015,5
Ferrari,Finished,2015-05-10,Spanish Grand Prix,2015,5
Williams,Finished,2015-05-10,Spanish Grand Prix,2015,5
Red Bull,Finished,2015-05-10,Spanish Grand Prix,2015,5
Lotus F1,Finished,2015-05-10,Spanish Grand Prix,2015,5
Toro Rosso,Finished,2015-05-10,Spanish Grand Prix,2015,5
Red Bull,Finished,2015-05-10,Spanish Grand Prix,2015,5
Toro Rosso,Finished,2015-05-10,Spanish Grand Prix,2015,5
Sauber,Finished,2015-05-10,Spanish Grand Prix,2015,5
Force India,Finished,2015-05-10,Spanish Grand Prix,2015,5
Sauber,Finished,2015-05-10,Spanish Grand Prix,2015,5
Force India,Finished,2015-05-10,Spanish Grand Prix,2015,5
McLaren,Finished,2015-05-10,Spanish Grand Prix,2015,5
Manor Marussia,Finished,2015-05-10,Spanish Grand Prix,2015,5
Manor Marussia,Finished,2015-05-10,Spanish Grand Prix,2015,5
Lotus F1,Accident,2015-05-10,Spanish Grand Prix,2015,5
McLaren,Tyre,2015-05-10,Spanish Grand Prix,2015,5
Mercedes,Finished,2015-05-24,Monaco Grand Prix,2015,6
Ferrari,Finished,2015-05-24,Monaco Grand Prix,2015,6
Mercedes,Finished,2015-05-24,Monaco Grand Prix,2015,6
Red Bull,Finished,2015-05-24,Monaco Grand Prix,2015,6
Red Bull,Finished,2015-05-24,Monaco Grand Prix,2015,6
Ferrari,Finished,2015-05-24,Monaco Grand Prix,2015,6
Force India,Finished,2015-05-24,Monaco Grand Prix,2015,6
McLaren,Finished,2015-05-24,Monaco Grand Prix,2015,6
Sauber,Finished,2015-05-24,Monaco Grand Prix,2015,6
Toro Rosso,Finished,2015-05-24,Monaco Grand Prix,2015,6
Force India,Finished,2015-05-24,Monaco Grand Prix,2015,6
Lotus F1,Finished,2015-05-24,Monaco Grand Prix,2015,6
Sauber,Finished,2015-05-24,Monaco Grand Prix,2015,6
Williams,Finished,2015-05-24,Monaco Grand Prix,2015,6
Williams,Finished,2015-05-24,Monaco Grand Prix,2015,6
Manor Marussia,Finished,2015-05-24,Monaco Grand Prix,2015,6
Manor Marussia,Finished,2015-05-24,Monaco Grand Prix,2015,6
Toro Rosso,Accident,2015-05-24,Monaco Grand Prix,2015,6
McLaren,Gearbox,2015-05-24,Monaco Grand Prix,2015,6
Lotus F1,Tyre,2015-05-24,Monaco Grand Prix,2015,6
Mercedes,Finished,2015-06-07,Canadian Grand Prix,2015,7
Mercedes,Finished,2015-06-07,Canadian Grand Prix,2015,7
Williams,Finished,2015-06-07,Canadian Grand Prix,2015,7
Ferrari,Finished,2015-06-07,Canadian Grand Prix,2015,7
Ferrari,Finished,2015-06-07,Canadian Grand Prix,2015,7
Williams,Finished,2015-06-07,Canadian Grand Prix,2015,7
Lotus F1,Finished,2015-06-07,Canadian Grand Prix,2015,7
Force India,Finished,2015-06-07,Canadian Grand Prix,2015,7
Red Bull,Finished,2015-06-07,Canadian Grand Prix,2015,7
Lotus F1,Finished,2015-06-07,Canadian Grand Prix,2015,7
Force India,Finished,2015-06-07,Canadian Grand Prix,2015,7
Toro Rosso,Finished,2015-06-07,Canadian Grand Prix,2015,7
